sku,tipo_produto,data,prazo_entrega,tempo_entrega,nivel_estoque,qtd_vendida,preco_unitario,receita,otd_flag
SKU1777,Suturas,2024-11-12,1.0,1.0,197,47,50,2350,1
SKU1778,Suturas,2024-11-13,2.1,4.6,198,41,50,2050,0
SKU1779,Medicamentos,2024-11-14,1.0,1.0,199,22,80,1760,1
SKU1780,Medicamentos,2024-11-15,2.6,1.5,219,29,80,2320,1
SKU1781,Medicamentos,2024-11-16,1.0,1.0,204,32,80,2560,1
SKU1782,Cosméticos Médicos,2024-11-17,1.0,3.3,209,32,150,4800,0
SKU1783,OPME,2024-11-18,2.7,3.0,223,52,12000,624000,0
SKU1784,Medicamentos,2024-11-19,1.0,1.0,187,19,80,1520,1
SKU1785,Endoscópios,2024-11-20,1.0,1.0,219,54,5000,270000,1
SKU1786,Endoscópios,2024-11-21,1.0,1.0,186,28,5000,140000,1
SKU1787,Suturas,2024-11-22,3.0,3.4,199,32,50,1600,0
SKU1788,OPME,2024-11-23,1.0,1.0,189,38,12000,456000,1
SKU1789,Medicamentos,2024-11-24,1.0,1.0,197,28,80,2240,1
SKU1790,Endoscópios,2024-11-25,1.0,1.0,198,54,5000,270000,1
SKU1791,OPME,2024-11-26,1.5,1.7,213,24,12000,288000,0
SKU1792,Suturas,2024-11-27,3.2,4.4,210,39,50,1950,0
SKU1793,Cosméticos Médicos,2024-11-28,1.0,1.0,234,63,150,9450,1
SKU1794,OPME,2024-11-29,1.0,1.0,220,49,12000,588000,1
SKU1795,OPME,2024-11-30,2.4,1.0,210,33,12000,396000,1
SKU1796,Cosméticos Médicos,2024-12-01,1.0,1.6,185,34,150,5100,0
SKU1797,OPME,2024-12-02,1.0,1.0,178,42,12000,504000,1
SKU1798,Suturas,2024-12-03,1.7,1.0,205,60,50,3000,1
SKU1799,Suturas,2024-12-04,2.1,2.2,207,57,50,2850,0
SKU1800,Cosméticos Médicos,2024-12-05,1.0,2.2,202,34,150,5100,0
SKU1801,Medicamentos,2024-12-06,1.1,1.1,229,68,80,5440,1
SKU1802,Endoscópios,2024-12-07,1.0,1.0,247,24,5000,120000,1
SKU1803,Medicamentos,2024-12-08,1.0,1.9,191,20,80,1600,0
SKU1804,OPME,2024-12-09,1.4,2.1,207,54,12000,648000,0
SKU1805,Endoscópios,2024-12-10,1.0,1.0,200,27,5000,135000,1
SKU1806,Cosméticos Médicos,2024-12-11,1.1,2.2,208,23,150,3450,0
SKU1807,Cosméticos Médicos,2024-12-12,1.7,5.3,195,28,150,4200,0
SKU1808,Endoscópios,2024-12-13,1.0,3.9,185,34,5000,170000,0
SKU1809,Suturas,2024-12-14,1.7,1.3,194,47,50,2350,1
SKU1810,Endoscópios,2024-12-15,1.0,2.1,211,47,5000,235000,0
SKU1811,OPME,2024-12-16,1.0,1.0,194,28,12000,336000,1
SKU1812,Suturas,2024-12-17,2.3,4.0,212,42,50,2100,0
SKU1813,Cosméticos Médicos,2024-12-18,1.2,1.0,188,53,150,7950,1
SKU1814,Endoscópios,2024-12-19,1.0,1.0,184,48,5000,240000,1
SKU1815,Medicamentos,2024-12-20,1.3,1.0,188,30,80,2400,1
SKU1816,Medicamentos,2024-12-21,2.1,3.3,198,58,80,4640,0
SKU1817,OPME,2024-12-22,1.0,1.0,219,52,12000,624000,1
SKU1818,Medicamentos,2024-12-23,2.7,1.0,198,22,80,1760,1
SKU1819,Endoscópios,2024-12-24,1.0,1.0,197,21,5000,105000,1
SKU1820,Endoscópios,2024-12-25,1.7,3.6,202,27,5000,135000,0
SKU1821,Medicamentos,2024-12-26,2.8,2.5,183,44,80,3520,1
SKU1822,Endoscópios,2024-12-27,1.0,1.0,185,25,5000,125000,1
SKU1823,OPME,2024-12-28,1.0,1.0,193,39,12000,468000,1
SKU1824,Suturas,2024-12-29,1.0,1.9,167,19,50,950,0
SKU1825,OPME,2024-12-30,1.0,1.0,209,59,12000,708000,1
SKU1826,OPME,2024-12-31,3.3,1.0,213,35,12000,420000,1
SKU1827,Endoscópios,2025-01-01,1.0,1.0,204,57,5000,285000,1
SKU1828,Suturas,2025-01-02,1.0,1.9,199,57,50,2850,0
SKU1829,Endoscópios,2025-01-03,1.4,1.6,199,20,5000,100000,0
SKU1830,Cosméticos Médicos,2025-01-04,1.0,1.0,197,37,150,5550,1
SKU1831,Endoscópios,2025-01-05,1.0,1.0,187,19,5000,95000,1
SKU1832,Endoscópios,2025-01-06,1.6,1.3,191,53,5000,265000,1
SKU1833,Endoscópios,2025-01-07,1.0,2.2,213,43,5000,215000,0
SKU1834,Suturas,2025-01-08,1.3,1.3,236,27,50,1350,1
SKU1835,Endoscópios,2025-01-09,1.0,1.0,224,27,5000,135000,1
SKU1836,Suturas,2025-01-10,1.0,1.0,209,36,50,1800,1
SKU1837,Medicamentos,2025-01-11,1.5,1.2,187,53,80,4240,1
SKU1838,Cosméticos Médicos,2025-01-12,3.6,3.7,209,49,150,7350,0
SKU1839,Suturas,2025-01-13,1.4,4.4,213,58,50,2900,0
SKU1840,Medicamentos,2025-01-14,1.3,1.3,215,37,80,2960,1
SKU1841,Suturas,2025-01-15,2.4,3.8,185,20,50,1000,0
SKU1842,Suturas,2025-01-16,1.0,1.0,196,57,50,2850,1
SKU1843,Cosméticos Médicos,2025-01-17,3.6,3.2,212,21,150,3150,1
SKU1844,OPME,2025-01-18,1.0,1.6,194,56,12000,672000,0
SKU1845,OPME,2025-01-19,3.1,1.0,191,33,12000,396000,1
SKU1846,Suturas,2025-01-20,1.0,1.0,212,21,50,1050,1
SKU1847,Endoscópios,2025-01-21,3.8,4.4,206,48,5000,240000,0
SKU1848,Medicamentos,2025-01-22,2.2,2.2,180,53,80,4240,1
SKU1849,Endoscópios,2025-01-23,1.9,3.7,209,61,5000,305000,0
SKU1850,Endoscópios,2025-01-24,1.5,2.1,220,29,5000,145000,0
SKU1851,Suturas,2025-01-25,1.0,3.7,186,25,50,1250,0
SKU1852,Suturas,2025-01-26,3.2,3.0,200,42,50,2100,1
SKU1853,Suturas,2025-01-27,1.6,2.5,234,53,50,2650,0
SKU1854,Suturas,2025-01-28,1.0,1.0,208,51,50,2550,1
SKU1855,OPME,2025-01-29,1.0,1.0,217,29,12000,348000,1
SKU1856,Suturas,2025-01-30,1.1,3.0,188,54,50,2700,0
SKU1857,OPME,2025-01-31,1.2,4.3,194,44,12000,528000,0
SKU1858,OPME,2025-02-01,1.0,1.0,200,53,12000,636000,1
SKU1859,Suturas,2025-02-02,3.2,5.3,203,42,50,2100,0
SKU1860,Cosméticos Médicos,2025-02-03,1.0,1.0,206,37,150,5550,1
SKU1861,Medicamentos,2025-02-04,1.2,1.0,217,64,80,5120,1
SKU1862,Endoscópios,2025-02-05,1.0,1.0,218,47,5000,235000,1
SKU1863,OPME,2025-02-06,1.8,1.0,181,49,12000,588000,1
SKU1864,Medicamentos,2025-02-07,1.0,1.0,204,59,80,4720,1
SKU1865,Cosméticos Médicos,2025-02-08,1.6,4.2,228,53,150,7950,0
SKU1866,Endoscópios,2025-02-09,1.0,1.0,200,41,5000,205000,1
SKU1867,Endoscópios,2025-02-10,3.0,2.8,205,20,5000,100000,1
SKU1868,OPME,2025-02-11,2.3,2.9,191,20,12000,240000,0
SKU1869,Suturas,2025-02-12,2.3,1.5,209,29,50,1450,1
SKU1870,Cosméticos Médicos,2025-02-13,1.0,1.0,214,29,150,4350,1
SKU1871,OPME,2025-02-14,1.6,1.2,232,35,12000,420000,1
SKU1872,Cosméticos Médicos,2025-02-15,1.0,1.5,179,28,150,4200,0
SKU1873,Suturas,2025-02-16,2.7,4.5,201,34,50,1700,0
SKU1874,Suturas,2025-02-17,3.9,5.8,173,31,50,1550,0
SKU1875,OPME,2025-02-18,2.3,1.7,203,24,12000,288000,1
SKU1876,Suturas,2025-02-19,1.0,1.0,223,24,50,1200,1
SKU1877,Medicamentos,2025-02-20,1.5,1.8,198,46,80,3680,0
SKU1878,Endoscópios,2025-02-21,1.0,1.0,195,40,5000,200000,1
SKU1879,OPME,2025-02-22,1.6,1.2,195,36,12000,432000,1
SKU1880,Cosméticos Médicos,2025-02-23,1.7,1.0,200,45,150,6750,1
SKU1881,Medicamentos,2025-02-24,1.0,1.0,170,45,80,3600,1
SKU1882,OPME,2025-02-25,1.0,1.0,215,39,12000,468000,1
SKU1883,Suturas,2025-02-26,1.0,5.2,217,49,50,2450,0
SKU1884,Suturas,2025-02-27,1.0,1.3,216,62,50,3100,0
SKU1885,Suturas,2025-02-28,1.0,1.0,205,54,50,2700,1
SKU1886,Suturas,2025-03-01,2.0,2.6,173,32,50,1600,0
SKU1887,Cosméticos Médicos,2025-03-02,1.4,2.2,181,41,150,6150,0
SKU1888,Medicamentos,2025-03-03,1.0,3.2,201,27,80,2160,0
SKU1889,Endoscópios,2025-03-04,1.0,1.0,213,45,5000,225000,1
SKU1890,Cosméticos Médicos,2025-03-05,2.6,1.0,204,60,150,9000,1
SKU1891,Cosméticos Médicos,2025-03-06,3.5,4.7,199,40,150,6000,0
SKU1892,Endoscópios,2025-03-07,1.0,1.0,216,61,5000,305000,1
SKU1893,Endoscópios,2025-03-08,1.0,1.0,187,33,5000,165000,1
SKU1894,Suturas,2025-03-09,2.1,2.6,217,65,50,3250,0
SKU1895,Cosméticos Médicos,2025-03-10,1.0,1.0,179,38,150,5700,1
SKU1896,OPME,2025-03-11,1.0,1.4,204,22,12000,264000,0
SKU1897,Endoscópios,2025-03-12,2.2,1.4,209,45,5000,225000,1
SKU1898,Endoscópios,2025-03-13,1.0,1.0,193,29,5000,145000,1
SKU1899,Medicamentos,2025-03-14,3.0,3.0,211,22,80,1760,1
SKU1900,OPME,2025-03-15,1.0,1.0,216,57,12000,684000,1
SKU1901,OPME,2025-03-16,1.0,1.0,203,31,12000,372000,1
SKU1902,Endoscópios,2025-03-17,1.0,1.7,218,56,5000,280000,0
SKU1903,Suturas,2025-03-18,1.3,3.1,187,29,50,1450,0
SKU1904,Medicamentos,2025-03-19,1.0,1.0,197,27,80,2160,1
SKU1905,OPME,2025-03-20,2.9,2.7,222,65,12000,780000,1
SKU1906,Endoscópios,2025-03-21,1.2,1.0,151,26,5000,130000,1
SKU1907,OPME,2025-03-22,1.4,1.0,205,45,12000,540000,1
SKU1908,Medicamentos,2025-03-23,2.4,3.1,192,42,80,3360,0
SKU1909,Medicamentos,2025-03-24,1.0,1.0,193,40,80,3200,1
SKU1910,Cosméticos Médicos,2025-03-25,1.7,1.0,185,52,150,7800,1
SKU1911,Endoscópios,2025-03-26,1.0,1.0,188,44,5000,220000,1
SKU1912,Medicamentos,2025-03-27,2.3,1.4,219,39,80,3120,1
SKU1913,Cosméticos Médicos,2025-03-28,1.0,1.0,196,53,150,7950,1
SKU1914,Cosméticos Médicos,2025-03-29,1.0,2.4,202,27,150,4050,0
SKU1915,OPME,2025-03-30,1.0,1.0,192,40,12000,480000,1
SKU1916,OPME,2025-03-31,1.3,2.3,199,57,12000,684000,0
SKU1917,Cosméticos Médicos,2025-04-01,1.7,1.9,220,49,150,7350,0
SKU1918,OPME,2025-04-02,1.0,1.0,183,48,12000,576000,1
SKU1919,Medicamentos,2025-04-03,1.0,1.0,206,47,80,3760,1
SKU1920,Suturas,2025-04-04,1.2,2.8,195,52,50,2600,0
SKU1921,Medicamentos,2025-04-05,1.0,1.0,189,54,80,4320,1
SKU1922,Cosméticos Médicos,2025-04-06,2.3,5.7,210,32,150,4800,0
SKU1923,Cosméticos Médicos,2025-04-07,1.0,1.0,228,30,150,4500,1
SKU1924,Medicamentos,2025-04-08,1.0,1.0,198,38,80,3040,1
SKU1925,OPME,2025-04-09,1.0,1.0,208,49,12000,588000,1
SKU1926,OPME,2025-04-10,1.0,1.0,219,31,12000,372000,1
SKU1927,Cosméticos Médicos,2025-04-11,1.0,1.0,191,19,150,2850,1
SKU1928,Endoscópios,2025-04-12,1.0,1.0,162,27,5000,135000,1
SKU1929,OPME,2025-04-13,1.0,5.0,218,64,12000,768000,0
SKU1930,Medicamentos,2025-04-14,3.0,2.7,207,49,80,3920,1
SKU1931,OPME,2025-04-15,1.2,1.0,217,39,12000,468000,1
SKU1932,Medicamentos,2025-04-16,1.0,1.0,218,30,80,2400,1
SKU1933,Cosméticos Médicos,2025-04-17,1.7,1.0,226,38,150,5700,1
SKU1934,OPME,2025-04-18,1.0,1.0,189,25,12000,300000,1
SKU1935,Medicamentos,2025-04-19,1.0,1.0,201,24,80,1920,1
SKU1936,Cosméticos Médicos,2025-04-20,1.0,1.0,204,57,150,8550,1
SKU1937,Endoscópios,2025-04-21,1.0,1.0,206,61,5000,305000,1
SKU1938,Medicamentos,2025-04-22,1.0,1.0,207,27,80,2160,1
SKU1939,Endoscópios,2025-04-23,1.3,1.2,200,22,5000,110000,1
SKU1940,Endoscópios,2025-04-24,1.0,1.0,237,39,5000,195000,1
SKU1941,Suturas,2025-04-25,1.0,1.0,207,39,50,1950,1
SKU1942,OPME,2025-04-26,1.0,1.0,196,27,12000,324000,1
SKU1943,Medicamentos,2025-04-27,1.9,1.0,209,33,80,2640,1
SKU1944,Endoscópios,2025-04-28,1.0,1.0,222,31,5000,155000,1
SKU1945,Suturas,2025-04-29,2.6,2.1,198,50,50,2500,1
SKU1946,Cosméticos Médicos,2025-04-30,1.0,1.0,183,44,150,6600,1
SKU1947,Medicamentos,2025-05-01,1.0,2.6,215,48,80,3840,0
SKU1948,Endoscópios,2025-05-02,1.0,1.0,190,33,5000,165000,1
SKU1949,OPME,2025-05-03,1.0,1.0,196,55,12000,660000,1
SKU1950,Suturas,2025-05-04,2.9,3.8,204,59,50,2950,0
SKU1951,Endoscópios,2025-05-05,1.9,2.1,225,30,5000,150000,0
SKU1952,OPME,2025-05-06,2.2,1.8,203,29,12000,348000,1
SKU1953,Endoscópios,2025-05-07,1.9,1.4,225,46,5000,230000,1
SKU1954,Medicamentos,2025-05-08,1.0,1.0,194,22,80,1760,1
SKU1955,Medicamentos,2025-05-09,1.0,1.1,164,30,80,2400,0
SKU1956,Medicamentos,2025-05-10,1.0,1.4,196,42,80,3360,0
SKU1957,Suturas,2025-05-11,3.4,1.8,206,42,50,2100,1
SKU1958,Medicamentos,2025-05-12,1.0,1.0,204,33,80,2640,1
SKU1959,OPME,2025-05-13,2.0,1.7,184,38,12000,456000,1
SKU1960,Endoscópios,2025-05-14,2.4,1.3,211,61,5000,305000,1
SKU1961,Cosméticos Médicos,2025-05-15,3.7,6.3,218,30,150,4500,0
SKU1962,OPME,2025-05-16,1.0,1.0,159,36,12000,432000,1
SKU1963,OPME,2025-05-17,1.8,1.2,168,18,12000,216000,1
SKU1964,Medicamentos,2025-05-18,4.4,5.3,200,22,80,1760,0
SKU1965,Suturas,2025-05-19,1.0,1.0,190,39,50,1950,1
SKU1966,Endoscópios,2025-05-20,1.0,1.0,194,23,5000,115000,1
SKU1967,Suturas,2025-05-21,1.0,1.0,191,19,50,950,1
SKU1968,Endoscópios,2025-05-22,2.2,3.9,196,26,5000,130000,0
SKU1969,Endoscópios,2025-05-23,1.0,1.0,182,38,5000,190000,1
SKU1970,Suturas,2025-05-24,1.0,1.0,195,46,50,2300,1
SKU1971,OPME,2025-05-25,1.4,2.3,209,29,12000,348000,0
SKU1972,Endoscópios,2025-05-26,1.4,1.0,222,51,5000,255000,1
SKU1973,Suturas,2025-05-27,2.0,2.1,198,27,50,1350,0
SKU1974,Endoscópios,2025-05-28,1.4,1.8,163,36,5000,180000,0
SKU1975,Cosméticos Médicos,2025-05-29,2.9,4.1,199,36,150,5400,0
SKU1976,OPME,2025-05-30,1.0,3.1,208,47,12000,564000,0
SKU1977,Medicamentos,2025-05-31,1.0,1.2,190,56,80,4480,0
SKU1978,Endoscópios,2025-06-01,1.0,1.7,212,60,5000,300000,0
SKU1979,Cosméticos Médicos,2025-06-02,2.2,1.5,210,21,150,3150,1
SKU1980,Medicamentos,2025-06-03,2.4,1.0,213,59,80,4720,1
SKU1981,Medicamentos,2025-06-04,1.7,1.8,191,21,80,1680,0
SKU1982,Endoscópios,2025-06-05,2.9,3.3,206,59,5000,295000,0
SKU1983,Suturas,2025-06-06,1.0,1.0,203,31,50,1550,1
SKU1984,Endoscópios,2025-06-07,3.6,3.7,226,39,5000,195000,0
SKU1985,Cosméticos Médicos,2025-06-08,3.3,3.9,211,24,150,3600,0
SKU1986,Medicamentos,2025-06-09,2.1,2.6,211,25,80,2000,0
SKU1987,Endoscópios,2025-06-10,3.8,4.9,195,47,5000,235000,0
SKU1988,Suturas,2025-06-11,1.0,1.0,216,62,50,3100,1
SKU1989,Endoscópios,2025-06-12,1.0,1.0,198,43,5000,215000,1
SKU1990,OPME,2025-06-13,1.0,1.0,212,51,12000,612000,1
SKU1991,Suturas,2025-06-14,2.5,1.7,193,48,50,2400,1
SKU1992,Cosméticos Médicos,2025-06-15,1.0,2.1,202,30,150,4500,0
SKU1993,Medicamentos,2025-06-16,2.1,2.2,192,20,80,1600,0
SKU1994,Endoscópios,2025-06-17,3.2,3.1,187,18,5000,90000,1
SKU1995,Suturas,2025-06-18,2.4,2.0,199,33,50,1650,1
SKU1996,OPME,2025-06-19,1.1,5.2,218,32,12000,384000,0
SKU1997,Suturas,2025-06-20,1.0,1.0,194,21,50,1050,1
SKU1998,OPME,2025-06-21,1.0,1.0,215,29,12000,348000,1
SKU1999,Cosméticos Médicos,2025-06-22,2.9,3.5,229,28,150,4200,0
